probe,target,correct_label,formatted_question,option_a,option_b,option_c,option_d,option_e,distractors,fact,raw_knowledge_statement,section,formatted_question_5shot
"In the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the first experiment for analyzing the two non-uniformities, to what short context lengths is LLaMA2-7B extended using different methods such as PI, searching for RoPE dimension only, and searching for both non-uniformities?",16k and 32k.,(E),"In the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the first experiment for analyzing the two non-uniformities, to what short context lengths is LLaMA2-7B extended using different methods such as PI, searching for RoPE dimension only, and searching for both non-uniformities?
(A) 256k and 2048k
(B) 64k and 128k
(C) 4k and 8k
(D) 8k and 16k
(E) 16k and 32k.",256k and 2048k,64k and 128k,4k and 8k,8k and 16k,16k and 32k.,"[""256k and 2048k"", ""64k and 128k"", ""4k and 8k"", ""8k and 16k""]","In the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the first experiment for analyzing the two non-uniformities, LLaMA2-7B is extended using different methods such as PI, searching for RoPE dimension only, and searching for both non-uniformities to short context lengths of 16k and 32k.","We setup two experiments: (i) extending LLaMA2-7B to short 16k and 32k using different methods—PI, searching for RoPE dimension only, and searching for both non-uniformities; (ii) extending our fine-tuned 256k-length LLaMA2 to 2048k following the same procedure.",Experiments,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the first experiment for analyzing the two non-uniformities, to what short context lengths is LLaMA2-7B extended using different methods such as PI, searching for RoPE dimension only, and searching for both non-uniformities?
(A) 256k and 2048k
(B) 64k and 128k
(C) 4k and 8k
(D) 8k and 16k
(E) 16k and 32k."
"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", when the authors readjust the RoPE factors for LongRoPE-2048k via their search algorithm to mitigate performance loss at shorter context lengths, what do they decrease to encourage less interpolation at short 4k and 8k lengths?",the maximum allowable scale factors.,(D),"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", when the authors readjust the RoPE factors for LongRoPE-2048k via their search algorithm to mitigate performance loss at shorter context lengths, what do they decrease to encourage less interpolation at short 4k and 8k lengths?
(A) the RoPE base frequency parameter.
(B) the extension ratios applied during PI and YaRN.
(C) the minimum allowable scale factors.
(D) the maximum allowable scale factors.
(E) the fine-tuning learning rate.",the RoPE base frequency parameter.,the extension ratios applied during PI and YaRN.,the minimum allowable scale factors.,the maximum allowable scale factors.,the fine-tuning learning rate.,"[""the RoPE base frequency parameter."", ""the extension ratios applied during PI and YaRN."", ""the minimum allowable scale factors."", ""the fine-tuning learning rate.""]","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", to encourage less interpolation at short 4k and 8k lengths, the authors decrease the maximum allowable scale factors.","Specifically, we decrease the maximum allowable scale factors for the search to encourage less interpolation at short 4k and 8k lengths.",Experiments,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", when the authors readjust the RoPE factors for LongRoPE-2048k via their search algorithm to mitigate performance loss at shorter context lengths, what do they decrease to encourage less interpolation at short 4k and 8k lengths?
(A) the RoPE base frequency parameter.
(B) the extension ratios applied during PI and YaRN.
(C) the minimum allowable scale factors.
(D) the maximum allowable scale factors.
(E) the fine-tuning learning rate."
"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", on LLaMA2, why does LongRoPE-2048k perform better at a fine-tuning length of 256k than at 128k?",the smaller secondary extension ratio.,(B),"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", on LLaMA2, why does LongRoPE-2048k perform better at a fine-tuning length of 256k than at 128k?
(A) YaRN's fine-tuning configuration for the 128k and 256k settings
(B) the smaller secondary extension ratio.
(C) the larger effective batch size during long-context fine-tuning
(D) the larger secondary extension ratio
(E) the use of a 256k sliding window on the Books3 evaluation set",YaRN's fine-tuning configuration for the 128k and 256k settings,the smaller secondary extension ratio.,the larger effective batch size during long-context fine-tuning,the larger secondary extension ratio,the use of a 256k sliding window on the Books3 evaluation set,"[""YaRN's fine-tuning configuration for the 128k and 256k settings"", ""the larger effective batch size during long-context fine-tuning"", ""the larger secondary extension ratio"", ""the use of a 256k sliding window on the Books3 evaluation set""]","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", on LLaMA2, LongRoPE-2048k performs better at a fine-tuning length of 256k than at 128k because of the smaller secondary extension ratio.","Moreover, on LLaMA2, LongRoPE-2048k performs better at a fine-tuning length of 256k over 128k, due to the smaller secondary extension ratio (i.e., 8$\times$ vs. 16$\times$).",Experiments,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", on LLaMA2, why does LongRoPE-2048k perform better at a fine-tuning length of 256k than at 128k?
(A) YaRN's fine-tuning configuration for the 128k and 256k settings
(B) the smaller secondary extension ratio.
(C) the larger effective batch size during long-context fine-tuning
(D) the larger secondary extension ratio
(E) the use of a 256k sliding window on the Books3 evaluation set"
"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", when the authors readjust the RoPE factors for LongRoPE-2048k via their search algorithm, at which short context lengths do they decrease the maximum allowable scale factors to encourage less interpolation?",4k and 8k lengths.,(D),"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", when the authors readjust the RoPE factors for LongRoPE-2048k via their search algorithm, at which short context lengths do they decrease the maximum allowable scale factors to encourage less interpolation?
(A) 512k and 1024k lengths.
(B) 2k and 16k lengths.
(C) 32k and 128k lengths.
(D) 4k and 8k lengths.
(E) 256k and 512k lengths.",512k and 1024k lengths.,2k and 16k lengths.,32k and 128k lengths.,4k and 8k lengths.,256k and 512k lengths.,"[""512k and 1024k lengths."", ""2k and 16k lengths."", ""32k and 128k lengths."", ""256k and 512k lengths.""]","In the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", when the authors readjust the RoPE factors for LongRoPE-2048k via their search algorithm, they decrease the maximum allowable scale factors at 4k and 8k lengths.","Specifically, we decrease the maximum allowable scale factors for the search to encourage less interpolation at short 4k and 8k lengths.",Experiments,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", when the authors readjust the RoPE factors for LongRoPE-2048k via their search algorithm, at which short context lengths do they decrease the maximum allowable scale factors to encourage less interpolation?
(A) 512k and 1024k lengths.
(B) 2k and 16k lengths.
(C) 32k and 128k lengths.
(D) 4k and 8k lengths.
(E) 256k and 512k lengths."
"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", what do retrieval-based approaches use to memorize long past context?",an external memory module.,(B),"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", what do retrieval-based approaches use to memorize long past context?
(A) position interpolation techniques
(B) an external memory module.
(C) retrieval modules for related document fetching at inference
(D) minor positional embedding modifications
(E) sparse attention layers",position interpolation techniques,an external memory module.,retrieval modules for related document fetching at inference,minor positional embedding modifications,sparse attention layers,"[""position interpolation techniques"", ""retrieval modules for related document fetching at inference"", ""minor positional embedding modifications"", ""sparse attention layers""]","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", retrieval-based approaches memorize long past context using an external memory module.","\textbf{Retrieval-based} approaches  use an external memory module to memorize long past context and retrieval modules for related documents fetching at inference~\cite{longllama,wang2023augmenting,borgeaud2022improving}.",Related Works,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", what do retrieval-based approaches use to memorize long past context?
(A) position interpolation techniques
(B) an external memory module.
(C) retrieval modules for related document fetching at inference
(D) minor positional embedding modifications
(E) sparse attention layers"
"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the second of the two ablation experiments on the two forms of non-uniformities, to what context length is the fine-tuned 256k-length LLaMA2 extended following the same procedure?",2048k.,(D),"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the second of the two ablation experiments on the two forms of non-uniformities, to what context length is the fine-tuned 256k-length LLaMA2 extended following the same procedure?
(A) 4096k.
(B) 1024k.
(C) 32k.
(D) 2048k.
(E) 256k.",4096k.,1024k.,32k.,2048k.,256k.,"[""4096k."", ""1024k."", ""32k."", ""256k.""]","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the second of the two ablation experiments on the two forms of non-uniformities, the fine-tuned 256k-length LLaMA2 is extended following the same procedure to a context length of 2048k.","We setup two experiments: (i) extending LLaMA2-7B to short 16k and 32k using different methods—PI, searching for RoPE dimension only, and searching for both non-uniformities; (ii) extending our fine-tuned 256k-length LLaMA2 to 2048k following the same procedure.",Experiments,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the second of the two ablation experiments on the two forms of non-uniformities, to what context length is the fine-tuned 256k-length LLaMA2 extended following the same procedure?
(A) 4096k.
(B) 1024k.
(C) 32k.
(D) 2048k.
(E) 256k."
"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", compared with retrieval-based approaches that need explicit modifications to LLM architectures, what does the authors' work use?",minor positional embedding modifications.,(A),"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", compared with retrieval-based approaches that need explicit modifications to LLM architectures, what does the authors' work use?
(A) minor positional embedding modifications.
(B) full transformer architecture modifications.
(C) low-rank adapter tuning of model weights.
(D) attention-based context window extensions.
(E) an external memory module with retrieval modules.",minor positional embedding modifications.,full transformer architecture modifications.,low-rank adapter tuning of model weights.,attention-based context window extensions.,an external memory module with retrieval modules.,"[""full transformer architecture modifications."", ""low-rank adapter tuning of model weights."", ""attention-based context window extensions."", ""an external memory module with retrieval modules.""]","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", compared with retrieval-based approaches that need explicit modifications to LLM architectures, the authors' work uses minor positional embedding modifications.","Our work, in contrast, is more lightweight, with minor positional embedding modifications.",Related Works,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", compared with retrieval-based approaches that need explicit modifications to LLM architectures, what does the authors' work use?
(A) minor positional embedding modifications.
(B) full transformer architecture modifications.
(C) low-rank adapter tuning of model weights.
(D) attention-based context window extensions.
(E) an external memory module with retrieval modules."
"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", what type of tasks beyond retrieval can the authors handle, as exemplified by long document summarization and few-shot learning?",long document summarization and few-shot learning.,(D),"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", what type of tasks beyond retrieval can the authors handle, as exemplified by long document summarization and few-shot learning?
(A) machine translation and code generation.
(B) external memory memorization and related document fetching.
(C) sentiment classification and named entity recognition.
(D) long document summarization and few-shot learning.
(E) image captioning and speech recognition.",machine translation and code generation.,external memory memorization and related document fetching.,sentiment classification and named entity recognition.,long document summarization and few-shot learning.,image captioning and speech recognition.,"[""machine translation and code generation."", ""external memory memorization and related document fetching."", ""sentiment classification and named entity recognition."", ""image captioning and speech recognition.""]","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", beyond retrieval, LongRoPE can handle long-context tasks such as long document summarization and few-shot learning.","We can also handle more long context tasks beyond retrieval, such as long document summarization and few-shot learning.",Related Works,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", what type of tasks beyond retrieval can the authors handle, as exemplified by long document summarization and few-shot learning?
(A) machine translation and code generation.
(B) external memory memorization and related document fetching.
(C) sentiment classification and named entity recognition.
(D) long document summarization and few-shot learning.
(E) image captioning and speech recognition."
"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", how do the authors characterize their approach in contrast to retrieval-based methods that require explicit modifications to the LLM architectures?",more lightweight.,(D),"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", how do the authors characterize their approach in contrast to retrieval-based methods that require explicit modifications to the LLM architectures?
(A) more efficient.
(B) more scalable.
(C) more modular.
(D) more lightweight.
(E) more attention-based.",more efficient.,more scalable.,more modular.,more lightweight.,more attention-based.,"[""more efficient."", ""more scalable."", ""more modular."", ""more attention-based.""]","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in contrast to retrieval-based methods that require explicit modifications to the LLM architectures, the authors characterize their approach as more lightweight.","Our work, in contrast, is more lightweight, with minor positional embedding modifications.",Related Works,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", how do the authors characterize their approach in contrast to retrieval-based methods that require explicit modifications to the LLM architectures?
(A) more efficient.
(B) more scalable.
(C) more modular.
(D) more lightweight.
(E) more attention-based."
"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", how do some research efforts achieve input context extension beyond positional embedding interpolation while still using the original LLM context window length?",manipulating attention mechanisms.,(C),"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", how do some research efforts achieve input context extension beyond positional embedding interpolation while still using the original LLM context window length?
(A) using an external memory module.
(B) increasing the model's parameter count.
(C) manipulating attention mechanisms.
(D) making minor positional embedding modifications.
(E) retrieving related documents at inference time.",using an external memory module.,increasing the model's parameter count.,manipulating attention mechanisms.,making minor positional embedding modifications.,retrieving related documents at inference time.,"[""using an external memory module."", ""increasing the model's parameter count."", ""making minor positional embedding modifications."", ""retrieving related documents at inference time.""]","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", some research efforts achieve input context extension beyond positional embedding interpolation while still using the original LLM context window length by manipulating attention mechanisms.","Beyond positional embedding interpolation, some research achieves input context extension using the original LLM context window length by manipulating attention mechanisms~\cite{han2023lminfinite, streamingllm,parallelwindow}.",Related Works,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", how do some research efforts achieve input context extension beyond positional embedding interpolation while still using the original LLM context window length?
(A) using an external memory module.
(B) increasing the model's parameter count.
(C) manipulating attention mechanisms.
(D) making minor positional embedding modifications.
(E) retrieving related documents at inference time."
"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", which long context task beyond retrieval do the authors mention that they can handle, alongside few-shot learning?",long document summarization,(B),"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", which long context task beyond retrieval do the authors mention that they can handle, alongside few-shot learning?
(A) multi-document retrieval
(B) long document summarization
(C) code repository completion
(D) long-context dialogue modeling
(E) open-domain question answering",multi-document retrieval,long document summarization,code repository completion,long-context dialogue modeling,open-domain question answering,"[""multi-document retrieval"", ""code repository completion"", ""long-context dialogue modeling"", ""open-domain question answering""]","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the long context task beyond retrieval that the authors mention they can handle, alongside few-shot learning, is long document summarization","We can also handle more long context tasks beyond retrieval, such as long document summarization and few-shot learning.",Related Works,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", which long context task beyond retrieval do the authors mention that they can handle, alongside few-shot learning?
(A) multi-document retrieval
(B) long document summarization
(C) code repository completion
(D) long-context dialogue modeling
(E) open-domain question answering"
"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the discussion of attention-based context window extensions, what issue do novel attention masks mitigate when handling new positions?",the attention explosion issue.,(C),"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the discussion of attention-based context window extensions, what issue do novel attention masks mitigate when handling new positions?
(A) the catastrophic forgetting problem during fine-tuning.
(B) the position interpolation errors from modified embeddings.
(C) the attention explosion issue.
(D) the need for explicit architectural modifications.
(E) the retrieval bottleneck at inference time.",the catastrophic forgetting problem during fine-tuning.,the position interpolation errors from modified embeddings.,the attention explosion issue.,the need for explicit architectural modifications.,the retrieval bottleneck at inference time.,"[""the catastrophic forgetting problem during fine-tuning."", ""the position interpolation errors from modified embeddings."", ""the need for explicit architectural modifications."", ""the retrieval bottleneck at inference time.""]","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the discussion of attention-based context window extensions, novel attention masks mitigate the attention explosion issue.",The key idea is to mitigate the attention explosion issue caused by new positions using novel attention masks.,Related Works,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the discussion of attention-based context window extensions, what issue do novel attention masks mitigate when handling new positions?
(A) the catastrophic forgetting problem during fine-tuning.
(B) the position interpolation errors from modified embeddings.
(C) the attention explosion issue.
(D) the need for explicit architectural modifications.
(E) the retrieval bottleneck at inference time."
"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", what component do fine-tuning based approaches modify when they effectively fine-tune pre-trained LLMs for longer context?",position embeddings.,(B),"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", what component do fine-tuning based approaches modify when they effectively fine-tune pre-trained LLMs for longer context?
(A) attention masks.
(B) position embeddings.
(C) retrieval modules.
(D) tokenization schemes.
(E) transformer architectures.",attention masks.,position embeddings.,retrieval modules.,tokenization schemes.,transformer architectures.,"[""attention masks."", ""retrieval modules."", ""tokenization schemes."", ""transformer architectures.""]","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", fine-tuning based approaches effectively fine-tune pre-trained LLMs for longer context by modifying position embeddings.",\textbf{Fine-tuning based approaches} focus on how  to effectively fine-tune pre-trained LLMs with modified position embeddings for longer context.,Related Works,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", what component do fine-tuning based approaches modify when they effectively fine-tune pre-trained LLMs for longer context?
(A) attention masks.
(B) position embeddings.
(C) retrieval modules.
(D) tokenization schemes.
(E) transformer architectures."
